"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x16260506","x1586166941856800771",2022-10-29 01:24:03,"AJCsports","Georgia Tech’s J Batt hires executive deputy AD, Jon Palumbo https://t.co/6ySsTWfy6I","SocialNewsDesk",84,,,,FALSE,FALSE,0,0,,,,,"ajc.com/sports/georgia…","https://t.co/6ySsTWfy6I","https://www.ajc.com/sports/georgia-tech/georgia-techs-j-batt-hires-executive-deputy-ad-jon-palumbo/7PSHHB32F5E7LLPZHNM7W5J35E/?utm_campaign=snd-autopilot",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AJCsports/status/1586166941856800771","AJC Sports","Atlanta, Georgia","Our journalists can keep you informed with real, fact-based news because of @ajc subscribers. Learn more: https://t.co/vcyz0M102k 
News tips and FAQs at https://t.co/rvRoZrQljq","http://t.co/mFGC798Wpz",FALSE,29934,6472,803,103635,176,2008-09-12 18:26:34,TRUE,"http://t.co/mFGC798Wpz","http://www.ajc.com/s/sports/",,"https://pbs.twimg.com/profile_banners/16260506/1617932263","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1380333441955282944/y9VY6kkx_normal.png"
"x16260506","x1586104689262702594",2022-10-28 21:16:40,"AJCsports","Ahead of Georgia Tech-FSU, 5 things to know about Saturday's game. (You won't believe No. 4!)
A tidbit: Georgia Tech is third in FBS in third-down defensive passing efficiency. Last year, Jackets were third from the bottom.
https://t.co/X24DuUAplW","Twitter for iPhone",140,,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,,,"x16261859","ksugiuraajc","en",,,,,,,,,,,,,,,,"x1585996294421479424","Ahead of Georgia Tech-FSU, 5 things to know about Saturday's game. (You won't believe No. 4!)
A tidbit: Georgia Tech is third in FBS in third-down defensive passing efficiency. Last year, Jackets were third from the bottom.
https://t.co/X24DuUAplW",2022-10-28 14:05:57,"Twitter Web App",19,5,"x16261859","ksugiuraajc","Ken Sugiura",15486,2703,36055,"Atlanta, GA","Our journalists can keep you informed with real, fact-based news because of subscribers. Learn more: https://t.co/2ubfAUBgaD 
News tips and FAQs at https://t.co/JGck0lmecL",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AJCsports/status/1586104689262702594","AJC Sports","Atlanta, Georgia","Our journalists can keep you informed with real, fact-based news because of @ajc subscribers. Learn more: https://t.co/vcyz0M102k 
News tips and FAQs at https://t.co/rvRoZrQljq","http://t.co/mFGC798Wpz",FALSE,29934,6472,803,103635,176,2008-09-12 18:26:34,TRUE,"http://t.co/mFGC798Wpz","http://www.ajc.com/s/sports/",,"https://pbs.twimg.com/profile_banners/16260506/1617932263","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1380333441955282944/y9VY6kkx_normal.png"
"x16260506","x1586114091923509249",2022-10-28 21:54:02,"AJCsports","Georgia Tech-Florida State: TV, online, radio information https://t.co/Yj2upxIJOh","SocialNewsDesk",81,,,,FALSE,FALSE,0,0,,,,,"ajc.com/sports/georgia…","https://t.co/Yj2upxIJOh","https://www.ajc.com/sports/georgia-tech/georgia-tech-florida-state-tv-online-radio-information/G2W5B7ZZ7NHZPONIRD5CYWNF6E/?utm_campaign=snd-autopilot",,,,,,,,,,,"pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AJCsports/status/1586114091923509249","AJC Sports","Atlanta, Georgia","Our journalists can keep you informed with real, fact-based news because of @ajc subscribers. Learn more: https://t.co/vcyz0M102k 
News tips and FAQs at https://t.co/rvRoZrQljq","http://t.co/mFGC798Wpz",FALSE,29934,6472,803,103635,176,2008-09-12 18:26:34,TRUE,"http://t.co/mFGC798Wpz","http://www.ajc.com/s/sports/",,"https://pbs.twimg.com/profile_banners/16260506/1617932263","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1380333441955282944/y9VY6kkx_normal.png"
"x2418215340","x1586165865334329345",2022-10-29 01:19:46,"vikrambath1","Finally, there are automated ways to analyze code! This is a whole field called Software Analysis that I took in my masters program at Georgia Tech. So it’s not like you have to just read everything before making any judgments https://t.co/j7zFNZGgz3 4/","Twitter for iPhone",253,"x1586165230144409601","x2418215340","vikrambath1",FALSE,FALSE,2,0,,,,,"omscs.gatech.edu/cs-6340-softwa…","https://t.co/j7zFNZGgz3","https://omscs.gatech.edu/cs-6340-software-analysis-course-videos",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/vikrambath1/status/1586165865334329345","Vikram Bloodbath","New England","Former business school professor, current software engineer. Writes at @ordinarytimemag","https://t.co/rBdVQOECcL",FALSE,927,868,18,53544,230663,2014-03-30 01:04:36,FALSE,"https://t.co/rBdVQOECcL","https://ordinary-times.com/author/vikrambath/",,"https://pbs.twimg.com/profile_banners/2418215340/1573175875","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1046524658063986689/5sIP3ZdU_normal.jpg"
"x14249226","x1586165684303974401",2022-10-29 01:19:03,"TRI_Realtor","Volleyball Falls To No. 10 Georgia Tech In Four Sets https://t.co/OHkJljdyF8 https://t.co/vIweLhyA7k","dlvr.it",76,,,,FALSE,FALSE,0,0,,,,,"dlvr.it/SbthWR","https://t.co/OHkJljdyF8","http://dlvr.it/SbthWR","http://pbs.twimg.com/media/FgMxSNmaMAUiyKo.jpg","https://t.co/vIweLhyA7k","https://twitter.com/TRI_Realtor/status/1586165684303974401/photo/1","photo","http://pbs.twimg.com/media/FgMxSNmaMAUiyKo.jpg","https://t.co/vIweLhyA7k","https://twitter.com/TRI_Realtor/status/1586165684303974401/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TRI_Realtor/status/1586165684303974401","Melissa Moore Albert","Raleigh, NC","#Realestate consultant, mother, wife, unc basketball fanatic, #goheels #realestate #homesforsale","https://t.co/euRvYrraUM",FALSE,1340,1920,25,19515,424,2008-03-29 04:13:55,FALSE,"https://t.co/euRvYrraUM","http://albertrealtygroup.com/Buyers/Let-US-Find-Your-Dream-Home",,"https://pbs.twimg.com/profile_banners/14249226/1590634207","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/907076020460802049/cU4QrR28_normal.jpg"
"x1222722354025062400","x1586165352576483328",2022-10-29 01:17:44,"Esque_FL","@JesseKellyDC Georgia Tech Triple Option in this game was pure cancer. Right when Paul Johnson had them humming along as a NY6 caliber team.","Twitter Web App",126,"x1586163409053155329","x34082620","JesseKellyDC",FALSE,FALSE,3,0,,,,,,,,,,,,,,,,"x34082620","JesseKellyDC","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Esque_FL/status/1586165352576483328","Esque","","“Once men turned their thinking over to machines in the hope that this would set them free. But that only permitted other men with machines to enslave them.”",,FALSE,172,220,0,1999,27461,2020-01-30 03:26:47,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1333105905295089665/Xw7MHsON_normal.jpg"
"x378928413","x1586164772533420032",2022-10-29 01:15:25,"tous14","@KyleHunterPicks Georgia Tech   44 total","Twitter for iPhone",23,"x1586127941242691587","x174796122","KyleHunterPicks",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x174796122","KyleHunterPicks","ca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/tous14/status/1586164772533420032","brad toussaint","","flying, sports, gambling, traveling",,FALSE,196,566,0,2272,10267,2011-09-24 02:12:52,FALSE,,,,"https://pbs.twimg.com/profile_banners/378928413/1498818277","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1084653548057563137/n4m6cFi2_normal.jpg"
"x1673177287","x1586164575795556353",2022-10-29 01:14:39,"THE_CHINN","@KyleHunterPicks Want to say Florida, but let’s go with Georgia Tech for a super dog.","Twitter for iPhone",68,"x1586127941242691587","x174796122","KyleHunterPicks",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x174796122","KyleHunterPicks","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/THE_CHINN/status/1586164575795556353","Matt Chinn","","",,FALSE,190,192,4,2872,6572,2013-08-15 13:10:15,FALSE,,,,"https://pbs.twimg.com/profile_banners/1673177287/1521683011","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000302250291/2161f837952be361c37ee52cd7742ba6_normal.jpeg"
"x1176605703529586688","x1586164406530068482",2022-10-29 01:13:58,"maximumjohnsonn","if georgia tech was serious about helping students’ mental health they’d put a dispensary in the culc","Twitter for iPhone",101,,,,FALSE,FALSE,11,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/maximumjohnsonn/status/1586164406530068482","max🦆","any prns 20","rat bastard. GT",,FALSE,536,515,3,13520,110918,2019-09-24 21:14:02,FALSE,,,,"https://pbs.twimg.com/profile_banners/1176605703529586688/1664852797",,"http://pbs.twimg.com/profile_images/1577132626573492225/l4B8Mhvc_normal.jpg"
"x146858577","x1586164115562647552",2022-10-29 01:12:49,"CapitalSportsNC","New post: Volleyball Falls To No. 10 Georgia Tech In Four Sets https://t.co/62hdvzhICd","CapitalSportsNC",86,,,,FALSE,FALSE,0,0,,,,,"capitalsportsnc.com/?p=1771950","https://t.co/62hdvzhICd","http://capitalsportsnc.com/?p=1771950",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CapitalSportsNC/status/1586164115562647552","Capital Sports","Raleigh, NC","News and views on sports in the Triangle area of North Carolina.","http://t.co/ylt3B8MupJ",FALSE,159,91,16,78547,4,2010-05-22 14:40:23,FALSE,"http://t.co/ylt3B8MupJ","http://capitalsportsnc.com",,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1029784160/Capitol_normal.jpg"
"x192244492","x1586162544879849474",2022-10-29 01:06:34,"Kelly_Quinlan","Everyone’s favorite pre-game content is LIVE on @jacketsonline- 

How the projected starters for #GaTech and #FSU match up. 

The Seminoles have loaded up on transfers, and it shows. https://t.co/vNTVCynStj","TweetDeck",139,,,,FALSE,TRUE,0,1,,,"GaTech FSU",,,,,,,,,,,,,"x50783212 x87283092","RivalsJohnson jacketsonline","en",,,,,,,,,,,,,,,,"x1586118950525362176","Everyone’s favorite pre-game content is LIVE on @jacketsonline- 

How the projected starters for #GaTech and #FSU match up. 

The Seminoles have loaded up on transfers, and it shows. https://t.co/vNTVCynStj",2022-10-28 22:13:21,"Twitter for iPhone",4,1,"x50783212","RivalsJohnson","Russell Johnson",18101,6630,88504,"Woodstock, GA","Emory and Rowan’s dad. Recruiting Editor covering Alabama & Georgia Tech on the @Rivals / @Yahoo Network. @Braves fan. IG: RivalsJohnson John 3:30",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Kelly_Quinlan/status/1586162544879849474","Kelly Quinlan","Marietta, GA","Publisher/Writer for Rivals & Yahoo Sports Networks covering Georgia Tech recruiting, football and basketball. Heisman voter, FWAA","https://t.co/OA6fH9rZtI",FALSE,12466,1333,180,60208,4191,2010-09-18 15:54:36,TRUE,"https://t.co/OA6fH9rZtI","http://www.jacketsonline.com",,"https://pbs.twimg.com/profile_banners/192244492/1487006393","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1583537629844443137/U6c76M-l_normal.jpg"
"x2508117542","x1586162357155549184",2022-10-29 01:05:50,"FCSCTAE","Awesome time at engineering day at @IAFultonSchools! Students heard from Georgia Tech’s rocket club, learned about safety, built rockets, and launched them. Can’t forget about the Lockheed Martin presentation to close out. Great event! @FCSCTAE https://t.co/FXinTLwyw1","Twitter for iPhone",140,,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,,,"x1024695912256421889 x1290763295402659840","stefansinger3 IAFultonSchools","en",,,,,,,,,,,,,,,,"x1586062509320343553","Awesome time at engineering day at @IAFultonSchools! Students heard from Georgia Tech’s rocket club, learned about safety, built rockets, and launched them. Can’t forget about the Lockheed Martin presentation to close out. Great event! @FCSCTAE https://t.co/FXinTLwyw1",2022-10-28 18:29:04,"Twitter for iPhone",13,2,"x1024695912256421889","stefansinger3","Stefan Singer",98,119,98,"Sandy Springs, GA","Program Specialist - Fulton County Schools CTAE",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/FCSCTAE/status/1586162357155549184","Fulton County Schools CTAE","","Our mission in Fulton County Career and Technical Education is to engage students in rigorous and relevant learning.",,FALSE,1150,928,10,2665,840,2014-05-19 18:30:39,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/468462885790679042/Z7KpP7kx_normal.png"
"x1324439060488794113","x1586162350771474436",2022-10-29 01:05:48,"park_neb","It sucks Bill Clark (UAB) had to retire because of his back issues. He would've been an awesome hire at Georgia Tech. What he did at UAB was phenomenal.","Twitter Web App",152,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/park_neb/status/1586162350771474436","parker","Nebraska","",,FALSE,387,1335,1,7589,10991,2020-11-05 19:51:03,FALSE,,,,"https://pbs.twimg.com/profile_banners/1324439060488794113/1666665658",,"http://pbs.twimg.com/profile_images/1584736703092236292/XaKZy0hh_normal.jpg"
"x1272185286","x1586162066112405504",2022-10-29 01:04:40,"ChopChat_","ICYMI...FSU football: 3 keys to defeating Georgia Tech (via @khchopchat) https://t.co/07SVzpf893","Twitter for Android",96,,,,FALSE,FALSE,0,0,,,,,"chopchat.com/2022/10/28/fsu…","https://t.co/07SVzpf893","https://chopchat.com/2022/10/28/fsu-football-3-keys-defeating-georgia-tech-football/",,,,,,,,,"x62662969","khchopchat","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ChopChat_/status/1586162066112405504","ChopChat.com","Tallahassee, Fla.","Home of the Florida State Seminoles #FSU news, analysis and recruiting. Member of the @FanSided network. FSU Expert: @khchopchat","http://t.co/SHGETdZm4B",FALSE,15568,8150,203,50025,7669,2013-03-16 12:26:50,TRUE,"http://t.co/SHGETdZm4B","http://ChopChat.com",,"https://pbs.twimg.com/profile_banners/1272185286/1512357803","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/599730440346275840/wtg8V59j_normal.png"
"x900756010385772544","x1586161800088797184",2022-10-29 01:03:37,"realJEEdwards11","Georgia/Ga Tech - Mercedes-Benz Stadium, or Truist Field (why not the Braves Stadium)

Florida/FSU - Camping World Stadium in Orlando, or possibly Daytona (yes, another raceway)

Army/Navy - FedEx Field in Landover, MD, or Nationals Stadium in DC","Twitter for Android",246,"x1586160876159401985","x900756010385772544","realJEEdwards11",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/realJEEdwards11/status/1586161800088797184","Jonathon Edwards","Sevierville, TN","Citizen of The World, Diehard Noles Fan, News and Sports Junkie, Entrepreneur, and East TN Resident",,FALSE,11,105,1,889,12,2017-08-24 16:25:42,FALSE,,,,"https://pbs.twimg.com/profile_banners/900756010385772544/1503592645",,"http://pbs.twimg.com/profile_images/900758962949292037/cOTHnNt7_normal.jpg"
"x40594725","x1586161724579024896",2022-10-29 01:03:19,"2PairTate","Georgia Tech’s Lethal Weapon 3 (1990)
👀 @chibbs_1 @Dennis3DScott @BrianOliver1313 https://t.co/z79EMyOPQj","Twitter for iPhone",122,,,,FALSE,TRUE,0,11,,,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1561219448878407685/pu/img/oTYvdiQYuq0fhHhn.jpg","https://t.co/z79EMyOPQj","https://twitter.com/ClassicsCBB/status/1561219499931578368/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1561219448878407685/pu/img/oTYvdiQYuq0fhHhn.jpg","https://t.co/z79EMyOPQj","https://twitter.com/ClassicsCBB/status/1561219499931578368/video/1",,"x1270178913784721408 x27960003 x18605510 x508769395","ClassicsCBB chibbs_1 Dennis3DScott BrianOliver1313","und",,,,,,,,,,,,,,,,"x1561219499931578368","Georgia Tech’s Lethal Weapon 3 (1990)
👀 @chibbs_1 @Dennis3DScott @BrianOliver1313 https://t.co/z79EMyOPQj",2022-08-21 05:11:49,"Twitter for iPhone",59,11,"x1270178913784721408","ClassicsCBB","College Basketball Classics",23796,973,7744,"Seattle, WA","Remembering great college basketball players, coaches, & moments through photos & video.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/2PairTate/status/1586161724579024896","Godfather Pair of Life #VFL","Globetrotter (WorldWide)","God1st,MC,DJ,Host,Entrepreneur #ApeSquad WUTK 90.3FM Sat. 9pm-12am and Sun. 10pm-12am #Power #Xfinity #Crew #SLU","https://t.co/PCzq3z95Lt",FALSE,2247,4163,19,77006,4833,2009-05-17 02:53:18,FALSE,"https://t.co/PCzq3z95Lt","http://soundcloud.com/2PairTate",,"https://pbs.twimg.com/profile_banners/40594725/1532867138","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1288181562941607938/7jOOhV-f_normal.jpg"
"x294274345","x1586161335888273409",2022-10-29 01:01:46,"DalalAlsumait1","“Information science is the basis of any science. What profession does not need information literacy?”- Aisha Johnson, Georgia Tech Library

#ISsummit22 #asist22 @asist_org","Twitter for Android",139,,,,FALSE,TRUE,0,3,,,,,,,,,,,,,,,,"x1319886848","RehamAlshaheen","en",,,,,,,,,,,,,,,,"x1586124883347607555","“Information science is the basis of any science. What profession does not need information literacy?”- Aisha Johnson, Georgia Tech Library

#ISsummit22 #asist22 @asist_org",2022-10-28 22:36:55,"Twitter for iPhone",7,3,"x1319886848","RehamAlshaheen","د. رهام الشاهين",2495,1151,6546,"Kuwait ","قسم دراسات المعلومات | جامعة الكويت  #UX #InformationArchitecture #Apps #Books #OneUmmah",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DalalAlsumait1/status/1586161335888273409","دلال سعود الصميط","kuwait","‏‏‏‏‏‏‏أقرأ من هنا وهناك واتبع هذا وذاك وفي أندر حالاتي أعبر عما يدور بخاطري بحروفي أو حروف غيري. علم المعلومات والحاسب الآلي-Brunel University",,FALSE,932,317,1,4567,1340,2011-05-06 21:02:00,FALSE,,,,"https://pbs.twimg.com/profile_banners/294274345/1355607682","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1371776547531677700/uzyIfeVZ_normal.jpg"
"x1136103031521628160","x1586161227524296704",2022-10-29 01:01:20,"DeVijfStrepen","@thetcog @BarackObama April 2007 at Georgia Tech. https://t.co/5LBwR8BNUj","Twitter for Android",27,"x1586152004975411201","x1013476947807162368","thetcog",FALSE,FALSE,0,0,,,,,,,,"http://pbs.twimg.com/media/FgMtOvmXoAEGDc3.jpg","https://t.co/5LBwR8BNUj","https://twitter.com/DeVijfStrepen/status/1586161227524296704/photo/1","photo","http://pbs.twimg.com/media/FgMtOvmXoAEGDc3.jpg","https://t.co/5LBwR8BNUj","https://twitter.com/DeVijfStrepen/status/1586161227524296704/photo/1",,"x1013476947807162368 x813286","thetcog BarackObama","und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DeVijfStrepen/status/1586161227524296704","Shawn Fowler","Georgia / Alabama, USA","Husband, Father, Teacher, Photographer, Varsity/JV/JH Women's GK Coach, CIC, NFHS Level 3 Coach, AUFC Footie Mobber, Liverpool, Bayern, Thorns, & Xolos fanatic.",,FALSE,124,678,2,2648,5217,2019-06-05 02:50:45,FALSE,,,,"https://pbs.twimg.com/profile_banners/1136103031521628160/1624888434",,"http://pbs.twimg.com/profile_images/1578808716866031628/Ef-88_Ek_normal.jpg"
"x4170491","x1586115859197661187",2022-10-28 22:01:04,"ajc","5 things to know about Georgia Tech-Florida State https://t.co/8HIp1ZBfgP","SocialNewsDesk",73,,,,FALSE,FALSE,1,0,,,,,"ajc.com/sports/georgia…","https://t.co/8HIp1ZBfgP","https://www.ajc.com/sports/georgia-tech/5-things-to-know-about-georgia-tech-florida-state/N7TVQRL3DVE2HDEGPSPXBL25VY/?utm_campaign=snd-autopilot",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ajc/status/1586115859197661187","Atlanta Journal-Constitution","Atlanta, GA","Our journalists can keep you informed with real, fact-based news because of subscribers. Learn more: https://t.co/VnIn1RLW28 

For News tips and FAQs: https://t.co/syAWi1x4IM","https://t.co/jvkZJ5B2LG",FALSE,1090590,51447,5259,338313,2123,2007-04-11 12:50:15,TRUE,"https://t.co/jvkZJ5B2LG","http://www.ajc.com",,"https://pbs.twimg.com/profile_banners/4170491/1617935195","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1380346370767339520/225R_0xR_normal.png"
"x4170491","x1586160907239006209",2022-10-29 01:00:04,"ajc","Homecoming for Georgia Tech assistant (and FSU legend) Chris Weinke https://t.co/Zm7DghfA6Z","SocialNewsDesk",91,,,,FALSE,FALSE,1,0,,,,,"ajc.com/sports/georgia…","https://t.co/Zm7DghfA6Z","https://www.ajc.com/sports/georgia-tech/homecoming-on-tap-for-fsu-legend-chris-weinke/Y4Y6N7TVINH47OGWTHMAO5L6XU/?utm_campaign=snd-autopilot",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ajc/status/1586160907239006209","Atlanta Journal-Constitution","Atlanta, GA","Our journalists can keep you informed with real, fact-based news because of subscribers. Learn more: https://t.co/VnIn1RLW28 

For News tips and FAQs: https://t.co/syAWi1x4IM","https://t.co/jvkZJ5B2LG",FALSE,1090590,51447,5259,338313,2123,2007-04-11 12:50:15,TRUE,"https://t.co/jvkZJ5B2LG","http://www.ajc.com",,"https://pbs.twimg.com/profile_banners/4170491/1617935195","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1380346370767339520/225R_0xR_normal.png"
"x3188293213","x1586160711599763456",2022-10-29 00:59:17,"FrankVoogle","I will be at the FSU vs. Georgia Tech game this Saturday. Go Noles !🍢 🍢@FSURivalsCade @FSUCoachJP @Coach_Barfield @FSUFootball @Coach_Norvell @SuwanneeFB @FSU_Recruiting","Twitter Web App",140,,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,,,"x1335997956558884877 x1564381289335119889 x1021127588 x1076644555","BraxtynGreen FSURivalsCade FSUCoachJP Coach_Barfield","en",,,,,,,,,,,,,,,,"x1585828246788182018","I will be at the FSU vs. Georgia Tech game this Saturday. Go Noles !🍢 🍢@FSURivalsCade @FSUCoachJP @Coach_Barfield @FSUFootball @Coach_Norvell @SuwanneeFB @FSU_Recruiting",2022-10-28 02:58:11,"Twitter for iPhone",102,5,"x1335997956558884877","BraxtynGreen","Braxtyn Green",302,675,201,"","Class of 2023 Kicker/Punter Suwannee HS @KickingWorld Hot Prospect",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/FrankVoogle/status/1586160711599763456","Frank Voogle","","Just one man trying to help the world. I follow back. 😤🍢🍢",,FALSE,148,328,3,5156,4938,2015-05-08 02:23:15,FALSE,,,,"https://pbs.twimg.com/profile_banners/3188293213/1607798221","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/660902359585845248/j7hwsiKz_normal.jpg"
"x962025096264101888","x1586160463775076353",2022-10-29 00:58:18,"Coach_Stov","Mid Season JUCO Highlights 
AA in December/3.8 GPA

Georgia Tech Bounceback with 3 years of eligibility left
@CoachICOC @JUCOFFrenzy 

https://t.co/5GIoUhHF7O https://t.co/nYkRr1BZ0p","Twitter for iPhone",140,,,,FALSE,TRUE,0,50,,,,,,,,,,,,,,,,"x2585198568 x2287246718","peery661 CoachICOC","en",,,,,,,,,,,,,,,,"x1585884429611696128","Mid Season JUCO Highlights 
AA in December/3.8 GPA

Georgia Tech Bounceback with 3 years of eligibility left
@CoachICOC @JUCOFFrenzy 

https://t.co/5GIoUhHF7O https://t.co/nYkRr1BZ0p",2022-10-28 06:41:26,"Twitter for iPhone",103,50,"x2585198568","peery661","Chayden Peery",2138,1266,3350,"Castaic, CA","Transfer Quarterback at College of the Canyons Barstool Athlete",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Coach_Stov/status/1586160463775076353","Melvin Stovall","Los Angeles, CA","",,FALSE,507,499,1,1335,4506,2018-02-09 18:07:11,FALSE,,,,"https://pbs.twimg.com/profile_banners/962025096264101888/1523381114",,"http://pbs.twimg.com/profile_images/962028300263567361/bc4PgX8A_normal.jpg"
